date,state,n_killed,n_injured,n_total
3/2/18,North Carolina,0,2,2
3/2/18,California,0,1,1
3/2/18,Texas,2,0,2
3/2/18,Michigan,0,1,1
3/2/18,Wisconsin,0,1,1
3/2/18,Colorado,1,0,1
3/2/18,Missouri,0,3,3
3/2/18,South Carolina,1,0,1
3/2/18,Maryland,1,0,1
3/2/18,New Jersey,0,1,1
3/2/18,Wisconsin,1,0,1
3/2/18,Louisiana,1,0,1
3/2/18,Texas,1,2,3
3/2/18,Florida,3,0,3
3/2/18,Indiana,1,0,1
3/2/18,Maryland,0,1,1
3/2/18,Maryland,0,1,1
3/2/18,Minnesota,0,1,1
3/2/18,Indiana,1,0,1
3/2/18,Michigan,0,2,2
3/2/18,Missouri,1,0,1
3/3/18,Tennessee,0,2,2
3/3/18,Ohio,1,0,1
3/3/18,California,0,1,1
3/3/18,North Carolina,1,0,1
3/3/18,Tennessee,0,1,1
3/3/18,California,1,0,1
3/3/18,Georgia,1,0,1
3/3/18,Pennsylvania,0,1,1
3/3/18,Ohio,0,1,1
3/3/18,Oklahoma,0,1,1
3/3/18,Louisiana,0,1,1
3/3/18,Kansas,1,0,1
3/3/18,Montana,0,1,1
3/3/18,Mississippi,1,0,1
3/3/18,California,1,0,1
3/3/18,North Carolina,1,1,2
3/3/18,California,0,1,1
3/3/18,Illinois,0,2,2
3/3/18,Alabama,0,1,1
3/3/18,Virginia,1,0,1
3/3/18,Virginia,1,0,1
3/3/18,Tennessee,0,1,1
3/3/18,North Carolina,0,1,1
3/3/18,California,0,1,1
3/3/18,South Carolina,1,0,1
3/3/18,California,0,1,1
3/3/18,California,0,2,2
3/3/18,Florida,1,0,1
3/3/18,Kentucky,0,1,1
3/3/18,California,0,1,1
3/3/18,Alabama,0,1,1
3/3/18,Tennessee,0,1,1
3/3/18,Oklahoma,0,1,1
3/3/18,Georgia,1,1,2
3/3/18,Virginia,0,1,1
3/3/18,Virginia,0,1,1
3/3/18,Illinois,0,1,1
3/3/18,Illinois,0,1,1
3/3/18,Indiana,1,0,1
3/3/18,Illinois,0,2,2
3/3/18,Texas,1,0,1
3/3/18,Florida,0,2,2
3/3/18,Illinois,0,1,1
3/3/18,Illinois,0,2,2
3/3/18,Michigan,0,1,1
3/3/18,New York,0,1,1
3/3/18,New York,1,3,4
3/3/18,Arkansas,0,1,1
3/3/18,Texas,1,0,1
3/3/18,Washington,0,1,1
3/3/18,Utah,1,2,3
3/3/18,California,0,1,1
3/3/18,California,1,0,1
3/3/18,Nevada,1,0,1
3/3/18,Illinois,3,0,3
3/3/18,Ohio,1,0,1
3/3/18,Utah,0,1,1
3/3/18,Florida,0,4,4
3/3/18,Delaware,0,1,1
3/3/18,Iowa,0,1,1
3/3/18,Iowa,0,1,1
3/3/18,Missouri,1,0,1
3/3/18,Missouri,0,1,1
3/3/18,Texas,0,1,1
3/3/18,Arizona,1,0,1
3/3/18,Illinois,0,1,1
3/3/18,South Carolina,0,1,1
3/3/18,Minnesota,0,1,1
3/3/18,Georgia,0,2,2
3/3/18,District of Columbia,1,0,1
3/3/18,Indiana,1,0,1
3/3/18,Pennsylvania,1,0,1
3/3/18,Wisconsin,0,1,1
3/3/18,Wisconsin,0,1,1
3/4/18,Alabama,1,0,1
3/4/18,Ohio,1,0,1
3/4/18,Alabama,0,1,1
3/4/18,Florida,1,0,1
3/4/18,Virginia,0,1,1
3/4/18,New Jersey,1,0,1
3/4/18,Louisiana,0,1,1
3/4/18,Pennsylvania,1,0,1
3/4/18,Illinois,1,4,5
3/4/18,California,1,0,1
3/4/18,Mississippi,0,1,1
3/4/18,Georgia,1,0,1
3/4/18,Kentucky,0,1,1
3/4/18,Iowa,0,1,1
3/4/18,Texas,0,1,1
3/4/18,Colorado,1,0,1
3/4/18,Alabama,0,1,1
3/4/18,Texas,0,2,2
3/4/18,California,1,0,1
3/4/18,Pennsylvania,1,1,2
3/4/18,Florida,0,1,1
3/4/18,Mississippi,0,1,1
3/4/18,Maryland,1,0,1
3/4/18,Texas,0,2,2
3/4/18,Texas,1,0,1
3/4/18,Ohio,0,1,1
3/4/18,South Carolina,0,1,1
3/4/18,Oklahoma,0,1,1
3/4/18,California,0,1,1
3/4/18,Kentucky,0,1,1
3/4/18,Oklahoma,0,2,2
3/4/18,Georgia,0,1,1
3/4/18,California,0,1,1
3/4/18,Missouri,1,0,1
3/4/18,Kentucky,0,1,1
3/4/18,Alabama,0,1,1
3/4/18,Florida,1,1,2
3/4/18,Oklahoma,0,2,2
3/4/18,Florida,2,0,2
3/4/18,Tennessee,0,1,1
3/4/18,Illinois,0,3,3
3/4/18,Georgia,0,1,1
3/4/18,Tennessee,0,1,1
3/4/18,Mississippi,0,1,1
3/4/18,Louisiana,0,1,1
3/4/18,Illinois,1,0,1
3/4/18,West Virginia,0,1,1
3/4/18,Virginia,1,0,1
3/4/18,Alabama,0,1,1
3/4/18,Arkansas,1,1,2
3/4/18,North Carolina,1,0,1
3/4/18,North Carolina,0,1,1
3/4/18,Ohio,0,1,1
3/4/18,Michigan,1,0,1
3/4/18,Georgia,0,1,1
3/4/18,Illinois,0,1,1
3/4/18,Virginia,1,0,1
3/4/18,Texas,0,1,1
3/4/18,Pennsylvania,0,2,2
3/4/18,Ohio,0,1,1
3/4/18,California,2,0,2
3/4/18,Pennsylvania,1,0,1
3/4/18,Illinois,0,1,1
3/4/18,Illinois,0,1,1
3/4/18,Texas,1,0,1
3/4/18,Massachusetts,0,1,1
3/4/18,Vermont,1,0,1
3/4/18,North Carolina,0,1,1
3/4/18,California,0,1,1
3/4/18,Missouri,1,0,1
3/4/18,North Carolina,0,2,2
3/4/18,Minnesota,0,1,1
3/4/18,Texas,1,0,1
3/4/18,Oklahoma,1,0,1
3/4/18,Michigan,0,1,1
3/4/18,Ohio,0,2,2
3/4/18,Wisconsin,0,1,1
3/4/18,Wisconsin,0,1,1
3/4/18,California,0,1,1
3/4/18,Indiana,0,1,1
3/4/18,Illinois,1,0,1
3/5/18,Kentucky,1,1,2
3/5/18,Nevada,0,1,1
3/5/18,Florida,1,0,1
3/5/18,New York,1,0,1
3/5/18,New Mexico,1,0,1
3/5/18,Illinois,0,2,2
3/5/18,Illinois,0,1,1
3/5/18,New Jersey,1,0,1
3/5/18,South Carolina,0,1,1
3/5/18,Illinois,1,0,1
3/5/18,Georgia,0,1,1
3/5/18,Alabama,0,1,1
3/5/18,Indiana,1,1,2
3/5/18,Kansas,0,1,1
3/5/18,Louisiana,0,1,1
3/5/18,Texas,1,0,1
3/5/18,Georgia,1,0,1
3/5/18,Alabama,0,2,2
3/5/18,Georgia,0,1,1
3/5/18,Alabama,0,1,1
3/5/18,Mississippi,0,1,1
3/5/18,California,1,0,1
3/5/18,Ohio,0,1,1
3/5/18,Minnesota,0,1,1
3/5/18,Florida,2,0,2
3/5/18,Hawaii,0,2,2
3/5/18,Ohio,0,1,1
3/5/18,Missouri,1,0,1
3/5/18,New Jersey,1,0,1
3/5/18,West Virginia,1,0,1
3/5/18,Tennessee,0,1,1
3/5/18,Alabama,1,0,1
3/5/18,Idaho,1,2,3
3/5/18,Tennessee,1,0,1
3/5/18,Tennessee,0,1,1
3/5/18,South Carolina,0,1,1
3/5/18,Connecticut,1,0,1
3/5/18,Virginia,0,1,1
3/5/18,California,1,0,1
3/5/18,Illinois,1,0,1
3/5/18,Florida,2,0,2
3/5/18,West Virginia,1,0,1
3/5/18,North Carolina,0,1,1
3/5/18,Mississippi,0,2,2
3/5/18,California,0,1,1
3/5/18,Georgia,0,2,2
3/5/18,Georgia,1,0,1
3/5/18,Oklahoma,0,1,1
3/5/18,Illinois,0,1,1
3/5/18,Missouri,1,0,1
3/5/18,Alabama,0,1,1
3/5/18,Virginia,0,2,2
3/5/18,Arizona,0,1,1
3/5/18,Tennessee,1,0,1
3/5/18,Tennessee,1,0,1
3/5/18,Louisiana,1,0,1
3/5/18,Texas,2,0,2
3/5/18,Alabama,0,2,2
3/5/18,New Jersey,2,0,2
3/5/18,Arizona,0,1,1
3/5/18,California,1,1,2
3/5/18,Alabama,1,0,1
3/5/18,Louisiana,0,1,1
3/5/18,Kentucky,1,0,1
3/5/18,Louisiana,1,0,1
3/5/18,Michigan,0,1,1
3/5/18,Maryland,0,1,1
3/5/18,Ohio,0,1,1
3/5/18,Ohio,0,1,1
3/5/18,Wisconsin,1,0,1
3/5/18,Wisconsin,0,1,1
3/5/18,Alabama,1,0,1
3/5/18,Florida,1,0,1
3/5/18,Ohio,0,2,2
3/5/18,Florida,1,0,1
3/5/18,Pennsylvania,0,2,2
3/5/18,Pennsylvania,0,1,1
3/5/18,Oklahoma,0,1,1
3/5/18,Maryland,0,1,1
3/5/18,Ohio,1,0,1
3/5/18,Mississippi,0,1,1
3/5/18,Pennsylvania,0,1,1
3/5/18,Michigan,1,0,1
3/5/18,Florida,1,0,1
3/5/18,Pennsylvania,0,1,1
3/5/18,Indiana,2,0,2
3/5/18,California,1,0,1
3/5/18,Colorado,0,1,1
3/5/18,Kansas,1,0,1
3/5/18,Missouri,3,0,3
3/5/18,New York,0,1,1
3/6/18,Tennessee,0,1,1
3/6/18,Texas,2,1,3
3/6/18,Tennessee,0,1,1
3/6/18,Tennessee,0,1,1
3/6/18,Tennessee,0,1,1
3/6/18,Texas,1,0,1
3/6/18,Arizona,0,1,1
3/6/18,Ohio,0,1,1
3/6/18,Indiana,1,0,1
3/6/18,Tennessee,0,1,1
3/6/18,Texas,0,1,1
3/6/18,Missouri,1,1,2
3/6/18,Florida,1,0,1
3/6/18,Alabama,0,1,1
3/6/18,North Carolina,0,1,1
3/6/18,Missouri,0,3,3
3/6/18,Missouri,0,1,1
3/6/18,Maryland,0,1,1
3/6/18,Georgia,0,1,1
3/6/18,Pennsylvania,0,1,1
3/6/18,Virginia,0,2,2
3/6/18,California,0,1,1
3/6/18,Texas,0,1,1
3/6/18,Oklahoma,0,1,1
3/6/18,Alabama,0,1,1
3/6/18,California,1,0,1
3/6/18,New Mexico,1,0,1
3/6/18,Arkansas,0,1,1
3/6/18,Alabama,0,1,1
3/6/18,Georgia,0,1,1
3/6/18,California,2,0,2
3/6/18,Illinois,0,3,3
3/6/18,Florida,0,1,1
3/6/18,Texas,0,1,1
3/6/18,Michigan,1,0,1
3/6/18,Massachusetts,0,1,1
3/6/18,California,1,0,1
3/6/18,Florida,0,2,2
3/6/18,Texas,1,0,1
3/6/18,Virginia,0,1,1
3/6/18,Florida,0,1,1
3/6/18,Michigan,1,0,1
3/6/18,Missouri,2,2,4
3/6/18,Washington,0,1,1
3/6/18,Montana,0,2,2
3/6/18,Florida,1,0,1
3/6/18,Illinois,0,1,1
3/6/18,New York,1,0,1
3/6/18,Illinois,1,0,1
3/6/18,Illinois,0,1,1
3/6/18,Illinois,0,2,2
3/6/18,Indiana,1,0,1
3/6/18,Illinois,0,1,1
3/6/18,Illinois,0,3,3
3/6/18,Nevada,0,1,1
3/6/18,Iowa,0,1,1
3/6/18,Georgia,1,0,1
3/6/18,Georgia,0,1,1
3/6/18,Indiana,1,0,1
3/6/18,Indiana,1,0,1
3/6/18,Colorado,1,0,1
3/6/18,North Carolina,0,1,1
3/6/18,Missouri,0,1,1
3/6/18,Missouri,0,1,1
3/6/18,Rhode Island,0,1,1
3/6/18,Nevada,2,0,2
3/6/18,Florida,0,2,2
3/6/18,Texas,1,0,1
3/6/18,Michigan,0,1,1
3/6/18,Louisiana,1,0,1
3/6/18,Wisconsin,0,1,1
3/6/18,Louisiana,0,1,1
3/6/18,Ohio,0,1,1
3/6/18,Kentucky,1,0,1
3/6/18,New Jersey,0,1,1
3/7/18,Georgia,0,1,1
3/7/18,Alabama,2,2,4
3/7/18,Colorado,1,0,1
3/7/18,Alabama,0,1,1
3/7/18,Oregon,2,0,2
3/7/18,Alabama,1,2,3
3/7/18,Georgia,0,1,1
3/7/18,Florida,0,1,1
3/7/18,Tennessee,0,1,1
3/7/18,Florida,1,1,2
3/7/18,Illinois,1,0,1
3/7/18,Mississippi,0,1,1
3/7/18,Kansas,1,0,1
3/7/18,Texas,0,1,1
3/7/18,Florida,1,1,2
3/7/18,Mississippi,2,0,2
3/7/18,Florida,2,0,2
3/7/18,Florida,2,0,2
3/7/18,South Dakota,1,0,1
3/7/18,Louisiana,0,1,1
3/7/18,Virginia,0,1,1
3/7/18,Virginia,0,1,1
3/7/18,South Carolina,0,1,1
3/7/18,California,0,1,1
3/7/18,Georgia,0,1,1
3/7/18,Kentucky,1,0,1
3/7/18,New York,0,1,1
3/7/18,Arkansas,0,1,1
3/7/18,Tennessee,0,1,1
3/7/18,Virginia,1,1,2
3/7/18,Ohio,1,0,1
3/7/18,Florida,0,1,1
3/7/18,California,0,1,1
3/7/18,North Dakota,0,1,1
3/7/18,Illinois,0,2,2
3/7/18,California,0,1,1
3/7/18,California,1,0,1
3/7/18,Missouri,0,1,1
3/7/18,Missouri,0,1,1
3/7/18,Maryland,1,0,1
3/7/18,Georgia,0,1,1
3/7/18,Ohio,0,1,1
3/7/18,Arizona,0,1,1
3/7/18,Arkansas,0,1,1
3/7/18,Maryland,0,1,1
3/7/18,Illinois,0,1,1
3/7/18,Oregon,1,0,1
3/7/18,Georgia,0,1,1
3/7/18,California,2,0,2
3/7/18,California,0,2,2
3/7/18,Alabama,0,1,1
3/7/18,Wisconsin,0,1,1
3/7/18,Missouri,0,1,1
3/7/18,Nevada,0,1,1
3/7/18,Alabama,1,0,1
3/7/18,Maryland,0,1,1
3/7/18,Arkansas,1,0,1
3/7/18,North Carolina,1,0,1
3/7/18,Missouri,0,1,1
3/7/18,Nevada,0,1,1
3/7/18,Texas,1,0,1
3/7/18,Texas,1,0,1
3/7/18,Pennsylvania,0,3,3
3/7/18,Texas,1,0,1
3/7/18,Maryland,0,1,1
3/7/18,New York,0,1,1
3/7/18,Florida,0,1,1
3/7/18,Pennsylvania,1,0,1
3/7/18,New York,1,0,1
3/7/18,Illinois,0,1,1
3/7/18,Illinois,0,1,1
3/7/18,California,1,0,1
3/7/18,Illinois,0,1,1
3/7/18,Pennsylvania,0,1,1
3/7/18,California,0,1,1
3/8/18,Illinois,0,1,1
3/8/18,Mississippi,1,0,1
3/8/18,Alabama,0,1,1
3/8/18,Indiana,1,0,1
3/8/18,Oklahoma,0,1,1
3/8/18,Mississippi,1,0,1
3/8/18,Florida,1,0,1
3/8/18,Ohio,1,2,3
3/8/18,Kansas,0,1,1
3/8/18,Kansas,0,1,1
3/8/18,Washington,1,0,1
3/8/18,Missouri,0,1,1
3/8/18,Mississippi,0,1,1
3/8/18,Florida,1,1,2
3/8/18,Florida,1,0,1
3/8/18,Pennsylvania,1,0,1
3/8/18,Illinois,0,1,1
3/8/18,Oregon,0,1,1
3/8/18,Texas,1,0,1
3/8/18,Oklahoma,0,1,1
3/8/18,California,1,0,1
3/8/18,North Carolina,0,2,2
3/8/18,California,0,1,1
3/8/18,Texas,0,1,1
3/8/18,Louisiana,1,0,1
3/8/18,Texas,0,1,1
3/8/18,Wisconsin,0,1,1
3/8/18,Oregon,0,1,1
3/8/18,North Carolina,1,0,1
3/8/18,Oregon,0,1,1
3/8/18,New York,0,1,1
3/8/18,North Carolina,0,1,1
3/8/18,Florida,1,0,1
3/8/18,Georgia,0,1,1
3/8/18,Michigan,0,1,1
3/8/18,Louisiana,1,0,1
3/8/18,Mississippi,0,1,1
3/8/18,Kansas,0,1,1
3/8/18,Alabama,0,1,1
3/8/18,Louisiana,0,1,1
3/8/18,Texas,1,0,1
3/8/18,Texas,1,0,1
3/8/18,Tennessee,0,2,2
3/8/18,Pennsylvania,1,1,2
3/8/18,North Dakota,0,1,1
3/8/18,Oregon,0,1,1
3/8/18,Indiana,0,1,1
3/8/18,Illinois,0,1,1
3/8/18,Texas,0,1,1
3/8/18,Washington,0,1,1
3/8/18,Oklahoma,1,0,1
3/8/18,Missouri,0,2,2
3/8/18,Missouri,0,1,1
3/8/18,Illinois,0,1,1
3/8/18,District of Columbia,0,1,1
3/8/18,Illinois,0,1,1
3/8/18,Virginia,1,0,1
3/8/18,Illinois,1,0,1
3/8/18,Texas,0,2,2
3/8/18,Arizona,0,1,1
3/8/18,Nebraska,0,1,1
3/8/18,Wisconsin,0,1,1
3/8/18,Alaska,1,0,1
3/8/18,Texas,0,1,1
3/8/18,Florida,0,1,1
3/8/18,New York,0,2,2
3/8/18,Texas,0,1,1
3/8/18,Texas,0,2,2
3/8/18,West Virginia,0,1,1
3/8/18,Illinois,1,0,1
3/8/18,Texas,0,1,1
3/8/18,Illinois,0,1,1
3/8/18,Ohio,0,1,1
3/8/18,Maryland,1,1,2
3/9/18,Florida,0,1,1
3/9/18,Illinois,0,1,1
3/9/18,Louisiana,0,1,1
3/9/18,Maryland,1,0,1
3/9/18,Maryland,0,1,1
3/9/18,South Carolina,0,1,1
3/9/18,Pennsylvania,1,0,1
3/9/18,Virginia,1,0,1
3/9/18,Illinois,0,1,1
3/9/18,Illinois,0,1,1
3/9/18,Florida,1,0,1
3/9/18,Arizona,0,1,1
3/9/18,Tennessee,0,1,1
3/9/18,Connecticut,0,1,1
3/9/18,North Carolina,1,0,1
3/9/18,Kentucky,1,0,1
3/9/18,Maine,0,1,1
3/9/18,Illinois,0,1,1
3/9/18,Illinois,0,1,1
3/9/18,Illinois,0,1,1
3/9/18,Texas,2,0,2
3/9/18,Wisconsin,0,1,1
3/9/18,Kansas,0,1,1
3/9/18,Illinois,1,1,2
3/9/18,California,0,1,1
3/9/18,California,1,2,3
3/9/18,New York,0,1,1
3/9/18,Alabama,0,1,1
3/9/18,California,1,1,2
3/9/18,Pennsylvania,0,1,1
3/9/18,Wisconsin,1,0,1
3/9/18,Georgia,1,0,1
3/9/18,North Carolina,0,1,1
3/9/18,Kentucky,0,1,1
3/9/18,Maryland,0,1,1
3/9/18,New Jersey,0,1,1
3/9/18,District of Columbia,0,3,3
3/9/18,Louisiana,0,1,1
3/9/18,California,0,1,1
3/9/18,Florida,1,0,1
3/9/18,Florida,0,2,2
3/9/18,California,4,0,4
3/9/18,California,0,1,1
3/9/18,New York,0,1,1
3/9/18,Kansas,0,1,1
3/9/18,Illinois,1,0,1
3/9/18,Ohio,0,1,1
3/9/18,Missouri,2,0,2
3/9/18,Arizona,1,0,1
3/9/18,Texas,0,1,1
3/9/18,Delaware,1,0,1
3/9/18,North Carolina,3,1,4
3/9/18,North Carolina,1,0,1
3/9/18,New Jersey,1,0,1
3/9/18,Tennessee,0,1,1
3/9/18,New York,0,1,1
3/9/18,Wisconsin,0,1,1
3/9/18,Maryland,1,0,1
3/9/18,New Mexico,1,0,1
3/9/18,California,0,3,3
3/9/18,California,0,1,1
3/9/18,Alabama,0,2,2
3/9/18,Minnesota,1,0,1
3/9/18,Missouri,0,1,1
3/9/18,Colorado,0,1,1
3/9/18,Missouri,1,0,1
3/9/18,Georgia,1,0,1
3/9/18,Michigan,2,0,2
3/9/18,California,0,2,2
3/9/18,Colorado,0,2,2
3/9/18,Illinois,2,0,2
3/9/18,Indiana,0,6,6
3/9/18,Nevada,0,1,1
3/9/18,Wisconsin,0,1,1
3/9/18,Illinois,0,1,1
3/10/18,Pennsylvania,0,1,1
3/10/18,California,1,0,1
3/10/18,California,0,1,1
3/10/18,Illinois,2,0,2
3/10/18,Maryland,1,0,1
3/10/18,West Virginia,1,0,1
3/10/18,Washington,0,1,1
3/10/18,Georgia,1,0,1
3/10/18,Wisconsin,1,1,2
3/10/18,Texas,0,1,1
3/10/18,Georgia,1,0,1
3/10/18,Missouri,1,0,1
3/10/18,Alaska,0,1,1
3/10/18,Nevada,0,1,1
3/10/18,Pennsylvania,0,1,1
3/10/18,California,1,1,2
3/10/18,Illinois,0,1,1
3/10/18,Indiana,0,1,1
3/10/18,Pennsylvania,1,0,1
3/10/18,Arizona,1,0,1
3/10/18,California,2,0,2
3/10/18,Nevada,1,0,1
3/10/18,Wisconsin,1,0,1
3/10/18,Ohio,2,0,2
3/10/18,Pennsylvania,0,1,1
3/10/18,Wisconsin,0,1,1
3/10/18,California,0,1,1
3/10/18,Michigan,0,1,1
3/10/18,Missouri,0,2,2
3/10/18,Washington,0,1,1
3/10/18,Illinois,0,1,1
3/10/18,Pennsylvania,0,1,1
3/10/18,California,2,0,2
3/10/18,Oklahoma,2,1,3
3/10/18,Wyoming,1,0,1
3/10/18,Illinois,1,0,1
3/10/18,Texas,1,0,1
3/10/18,Texas,1,0,1
3/10/18,Illinois,0,1,1
3/10/18,Illinois,0,1,1
3/10/18,Texas,1,0,1
3/10/18,Alabama,0,2,2
3/10/18,South Carolina,1,0,1
3/10/18,Louisiana,0,1,1
3/10/18,Illinois,0,1,1
3/10/18,Michigan,0,2,2
3/10/18,District of Columbia,1,0,1
3/10/18,Connecticut,0,1,1
3/10/18,Arkansas,0,1,1
3/10/18,North Carolina,0,2,2
3/10/18,North Carolina,1,0,1
3/10/18,Connecticut,0,1,1
3/10/18,Illinois,0,1,1
3/10/18,Illinois,0,1,1
3/10/18,Florida,1,1,2
3/10/18,Pennsylvania,0,1,1
3/10/18,North Carolina,0,1,1
3/10/18,Arizona,0,1,1
3/10/18,Mississippi,0,1,1
3/10/18,Michigan,0,1,1
3/10/18,Iowa,0,1,1
3/10/18,Kentucky,1,0,1
3/10/18,Louisiana,0,3,3
3/10/18,Oklahoma,0,1,1
3/10/18,Oregon,1,0,1
3/10/18,Alabama,0,2,2
3/10/18,Maryland,1,0,1
3/10/18,Michigan,1,1,2
3/10/18,Maryland,0,1,1
3/10/18,Ohio,0,1,1
3/10/18,Ohio,1,0,1
3/10/18,Maryland,0,1,1
3/10/18,Florida,3,0,3
3/10/18,New York,1,0,1
3/10/18,Georgia,0,2,2
3/10/18,Missouri,1,0,1
3/10/18,Alabama,0,1,1
3/10/18,Michigan,0,3,3
3/10/18,Mississippi,1,0,1
3/10/18,Michigan,0,1,1
3/10/18,Tennessee,0,1,1
3/10/18,Florida,0,1,1
3/10/18,Florida,0,1,1
3/10/18,Alabama,1,0,1
3/10/18,Pennsylvania,0,1,1
3/10/18,Maryland,0,1,1
3/10/18,North Carolina,0,1,1
3/11/18,Michigan,0,5,5
3/11/18,Maryland,0,1,1
3/11/18,Michigan,0,1,1
3/11/18,South Carolina,0,1,1
3/11/18,Nevada,0,2,2
3/11/18,Alabama,1,0,1
3/11/18,North Carolina,0,1,1
3/11/18,Washington,1,0,1
3/11/18,Alabama,0,1,1
3/11/18,Illinois,0,1,1
3/11/18,Washington,0,1,1
3/11/18,New Mexico,1,1,2
3/11/18,Mississippi,1,0,1
3/11/18,Michigan,1,0,1
3/11/18,Pennsylvania,1,0,1
3/11/18,Georgia,0,1,1
3/11/18,Georgia,1,2,3
3/11/18,Tennessee,0,2,2
3/11/18,Indiana,0,1,1
3/11/18,Indiana,1,0,1
3/11/18,Illinois,0,1,1
3/11/18,California,0,1,1
3/11/18,Nebraska,0,1,1
3/11/18,Virginia,1,1,2
3/11/18,Indiana,1,1,2
3/11/18,Alaska,0,1,1
3/11/18,South Carolina,1,0,1
3/11/18,West Virginia,1,1,2
3/11/18,Florida,1,0,1
3/11/18,West Virginia,1,1,2
3/11/18,Florida,0,1,1
3/11/18,Louisiana,1,0,1
3/11/18,Louisiana,1,0,1
3/11/18,Illinois,0,2,2
3/11/18,Illinois,0,1,1
3/11/18,Washington,0,2,2
3/11/18,Georgia,0,1,1
3/11/18,Florida,0,1,1
3/11/18,Florida,0,1,1
3/11/18,California,0,1,1
3/11/18,Florida,2,1,3
3/11/18,New York,0,1,1
3/11/18,New York,1,0,1
3/11/18,Arkansas,0,1,1
3/11/18,Missouri,0,1,1
3/11/18,Michigan,0,1,1
3/11/18,Florida,0,1,1
3/11/18,Florida,0,1,1
3/11/18,Pennsylvania,0,1,1
3/11/18,Pennsylvania,0,1,1
3/11/18,Missouri,0,1,1
3/11/18,Kansas,1,0,1
3/11/18,Michigan,1,0,1
3/11/18,Ohio,0,1,1
3/11/18,Pennsylvania,0,1,1
3/11/18,North Carolina,1,0,1
3/11/18,Florida,1,0,1
3/11/18,Arizona,0,2,2
3/11/18,Missouri,0,1,1
3/11/18,Texas,0,1,1
3/11/18,Michigan,0,2,2
3/11/18,California,1,0,1
3/11/18,California,1,0,1
3/11/18,Oklahoma,1,0,1
3/11/18,California,0,1,1
3/11/18,Texas,0,2,2
3/11/18,Indiana,0,1,1
3/11/18,North Carolina,0,1,1
3/11/18,Connecticut,0,1,1
3/11/18,Washington,0,1,1
3/11/18,Florida,1,0,1
3/11/18,New York,0,1,1
3/11/18,Illinois,0,1,1
3/11/18,Illinois,0,1,1
3/11/18,Illinois,0,1,1
3/11/18,California,1,0,1
3/11/18,Kansas,1,0,1
3/11/18,Colorado,1,0,1
3/11/18,Missouri,2,0,2
3/11/18,Arizona,0,1,1
3/11/18,Illinois,1,3,4
3/11/18,Illinois,0,1,1
3/11/18,Texas,1,0,1
3/11/18,Michigan,1,0,1
3/11/18,Texas,1,0,1
3/12/18,Alabama,1,0,1
3/12/18,Ohio,0,1,1
3/12/18,South Carolina,0,1,1
3/12/18,South Carolina,0,1,1
3/12/18,New Jersey,1,0,1
3/12/18,Florida,0,1,1
3/12/18,New Jersey,1,0,1
3/12/18,Alabama,1,0,1
3/12/18,Alabama,0,1,1
3/12/18,Virginia,0,1,1
3/12/18,North Carolina,0,1,1
3/12/18,Colorado,1,1,2
3/12/18,Tennessee,0,1,1
3/12/18,California,0,1,1
3/12/18,Georgia,0,2,2
3/12/18,California,1,0,1
3/12/18,North Carolina,1,0,1
3/12/18,Alabama,1,1,2
3/12/18,New Jersey,1,0,1
3/12/18,Tennessee,1,0,1
3/12/18,Pennsylvania,1,0,1
3/12/18,Florida,2,1,3
3/12/18,Indiana,0,1,1
3/12/18,Indiana,0,1,1
3/12/18,Georgia,0,1,1
3/12/18,Texas,1,0,1
3/12/18,Massachusetts,0,1,1
3/12/18,Louisiana,1,0,1
3/12/18,Rhode Island,0,1,1
3/12/18,California,0,1,1
3/12/18,Illinois,0,1,1
3/12/18,Illinois,0,1,1
3/12/18,New York,1,0,1
3/12/18,Illinois,0,1,1
3/12/18,Illinois,0,1,1
3/12/18,Illinois,0,1,1
3/12/18,Indiana,0,1,1
3/12/18,Texas,0,1,1
3/12/18,Washington,1,1,2
3/12/18,California,1,0,1
3/12/18,Arizona,1,0,1
3/12/18,Texas,0,1,1
3/12/18,Ohio,0,2,2
3/12/18,Nebraska,1,1,2
3/12/18,Texas,0,1,1
3/12/18,Alabama,0,1,1
3/12/18,Wisconsin,1,0,1
3/12/18,North Dakota,1,0,1
3/12/18,Nebraska,0,1,1
3/12/18,Mississippi,1,0,1
3/12/18,New Jersey,1,0,1
3/12/18,Texas,0,1,1
3/12/18,California,1,1,2
3/12/18,Texas,2,0,2
3/12/18,Colorado,1,1,2
3/12/18,North Carolina,0,1,1
3/12/18,Texas,0,1,1
3/12/18,Oklahoma,0,1,1
3/12/18,Texas,0,1,1
3/12/18,Mississippi,0,1,1
3/12/18,Louisiana,1,0,1
3/12/18,Texas,0,1,1
3/12/18,Arizona,2,2,4
3/12/18,Missouri,0,1,1
3/12/18,California,1,0,1
3/12/18,Kansas,0,1,1
3/12/18,Kentucky,2,0,2
3/12/18,Connecticut,0,1,1
3/12/18,West Virginia,0,1,1
3/12/18,Alabama,1,0,1
3/12/18,Minnesota,1,0,1
3/12/18,Tennessee,2,0,2
3/12/18,California,0,1,1
3/12/18,Virginia,0,1,1
3/12/18,Mississippi,1,0,1
3/12/18,Alabama,0,1,1
3/12/18,Nevada,0,1,1
3/12/18,Ohio,0,2,2
3/12/18,California,0,1,1
3/12/18,Colorado,0,1,1
3/12/18,Texas,1,0,1
3/12/18,Alabama,1,0,1
3/12/18,Kentucky,0,1,1
3/12/18,Missouri,1,0,1
